Date,Product,Category,City,State,Sales_INR,Quantity,Customer_ID,Customer_Type,Gender,Age,Payment_Method
11-Jun-2025,Mixer Grinder,Home Appliances,Kochi,Kerala,392874,3,C0062,Returning,Male,60,Cash
03-Feb-2025,Monitor,Electronics,Coimbatore,Tamil Nadu,1157401,7,C0283,New,Male,29,UPI
13-Sep-2025,Laptop,Electronics,Mumbai,Maharashtra,87252,1,C0339,Returning,Male,45,Cash
23-Apr-2025,Laptop,Electronics,Bengaluru,Karnataka,2318330,7,C0047,Returning,Male,28,UPI
04-Jun-2025,Headphones,Electronics,Mumbai,Maharashtra,666174,6,C0151,New,Male,22,Cash
11-May-2025,Dining Table,Furniture,Mumbai,Maharashtra,762744,4,C0065,Returning,Male,50,Net Banking
17-Aug-2025,Router,Electronics,Coimbatore,Tamil Nadu,1444992,8,C0213,Returning,Female,35,Credit Card
20-Feb-2025,Air Conditioner,Home Appliances,Kolkata,West Bengal,314234,2,C0366,New,Female,23,Debit Card
26-Nov-2025,Wardrobe,Furniture,Chennai,Tamil Nadu,896084,7,C0189,New,Female,19,Debit Card
07-Aug-2025,Smart TV,Electronics,Pune,Maharashtra,963980,4,C0358,New,Male,28,Debit Card
23-Nov-2025,Office Chair,Furniture,Kolkata,West Bengal,635885,5,C0189,New,Male,56,EMI
30-Jun-2025,Bookshelf,Furniture,Mumbai,Maharashtra,500938,2,C0397,New,Male,63,Credit Card
03-Mar-2025,Microwave,Home Appliances,Mumbai,Maharashtra,1838921,7,C0019,New,Female,36,UPI
04-Nov-2025,Wardrobe,Furniture,Bengaluru,Karnataka,586854,3,C0331,Returning,Male,28,Debit Card
24-Feb-2025,Washing Machine,Home Appliances,Bengaluru,Karnataka,243380,2,C0085,Returning,Female,57,Net Banking
19-Jul-2025,Camera,Electronics,Pune,Maharashtra,89880,3,C0344,Returning,Male,42,Cash
11-Aug-2025,Refrigerator,Home Appliances,Pune,Maharashtra,853569,3,C0044,New,Male,42,Debit Card
07-Apr-2025,Smart Watch,Electronics,Hyderabad,Telangana,1681274,7,C0095,Returning,Male,32,Credit Card
23-Apr-2025,Office Chair,Furniture,Bengaluru,Karnataka,1034928,4,C0063,Returning,Male,57,Cash
10-Sep-2025,Study Desk,Furniture,Hyderabad,Telangana,76256,4,C0205,New,Male,57,Cash
21-Oct-2025,Study Desk,Furniture,Hyderabad,Telangana,52982,2,C0078,Returning,Female,46,EMI
07-Nov-2025,Wardrobe,Furniture,Delhi,Delhi,214813,1,C0350,New,Female,49,EMI
13-Jun-2025,Gaming Laptop,Electronics,Bengaluru,Karnataka,1312040,4,C0255,New,Male,41,UPI
03-Feb-2025,Tablet,Electronics,Bengaluru,Karnataka,2136240,8,C0078,Returning,Female,59,Cash
09-Nov-2025,Refrigerator,Home Appliances,Pune,Maharashtra,519212,2,C0344,Returning,Female,36,EMI
28-Jun-2025,Smart TV,Electronics,Coimbatore,Tamil Nadu,1004072,4,C0236,New,Female,43,UPI
08-May-2025,Router,Electronics,Mumbai,Maharashtra,481545,5,C0099,Returning,Female,55,Cash
22-Apr-2025,Gaming Laptop,Electronics,Bengaluru,Karnataka,1947253,7,C0393,New,Female,19,Cash
04-Sep-2025,Mobile,Electronics,Pune,Maharashtra,539400,3,C0170,Returning,Male,58,UPI
05-Mar-2025,Microwave,Home Appliances,Mumbai,Maharashtra,1229680,4,C0254,Returning,Female,29,EMI
09-May-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,201184,4,C0002,Returning,Female,31,Debit Card
09-May-2025,Dining Table,Furniture,Kolkata,West Bengal,605550,6,C0200,Returning,Female,39,Cash
02-Aug-2025,Microwave,Home Appliances,Mumbai,Maharashtra,1967526,6,C0034,New,Female,54,Cash
25-Jan-2025,Printer,Electronics,Pune,Maharashtra,1405088,8,C0052,Returning,Female,28,UPI
10-Jul-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,597386,2,C0107,Returning,Female,47,Credit Card
11-Aug-2025,Air Fryer,Home Appliances,Delhi,Delhi,862518,6,C0227,New,Male,35,EMI
11-Mar-2025,Air Fryer,Home Appliances,Ahmedabad,Gujarat,279102,2,C0357,New,Male,32,Debit Card
25-Oct-2025,Dining Table,Furniture,Ahmedabad,Gujarat,101194,2,C0233,Returning,Female,62,Net Banking
29-Jun-2025,Refrigerator,Home Appliances,Ahmedabad,Gujarat,1478490,5,C0008,Returning,Male,63,UPI
10-Mar-2025,Air Conditioner,Home Appliances,Ahmedabad,Gujarat,37871,1,C0369,Returning,Female,26,Debit Card
16-Apr-2025,Sofa,Furniture,Delhi,Delhi,2789848,8,C0081,Returning,Male,29,Cash
29-Dec-2025,Refrigerator,Home Appliances,Pune,Maharashtra,2382496,8,C0262,Returning,Female,57,UPI
14-Jan-2025,Air Fryer,Home Appliances,Kochi,Kerala,2177308,7,C0139,Returning,Female,35,Net Banking
03-Nov-2025,Monitor,Electronics,Kolkata,West Bengal,1212020,4,C0057,Returning,Male,21,Net Banking
24-Oct-2025,Air Fryer,Home Appliances,Bengaluru,Karnataka,290858,1,C0271,New,Male,44,EMI
19-May-2025,Refrigerator,Home Appliances,Bengaluru,Karnataka,694420,2,C0048,Returning,Male,29,Cash
14-Feb-2025,Mixer Grinder,Home Appliances,Chennai,Tamil Nadu,583852,4,C0210,Returning,Female,62,EMI
29-Jun-2025,Microwave,Home Appliances,Pune,Maharashtra,254020,4,C0285,New,Male,54,Credit Card
23-Mar-2025,Wardrobe,Furniture,Chennai,Tamil Nadu,658010,2,C0327,New,Male,53,Net Banking
21-May-2025,Mobile,Electronics,Coimbatore,Tamil Nadu,211832,2,C0042,Returning,Male,18,EMI
31-Jan-2025,Wardrobe,Furniture,Hyderabad,Telangana,240260,2,C0337,New,Male,51,UPI
10-Jul-2025,SSD,Electronics,Ahmedabad,Gujarat,589372,4,C0370,Returning,Male,48,Net Banking
23-Sep-2025,Mixer Grinder,Home Appliances,Chennai,Tamil Nadu,35080,1,C0034,Returning,Male,27,EMI
29-Sep-2025,Study Desk,Furniture,Bengaluru,Karnataka,48641,1,C0167,New,Female,42,EMI
06-Sep-2025,Air Fryer,Home Appliances,Pune,Maharashtra,397638,3,C0343,New,Female,32,Cash
31-Jan-2025,Camera,Electronics,Hyderabad,Telangana,980800,8,C0308,Returning,Female,51,Debit Card
13-Jul-2025,Monitor,Electronics,Kolkata,West Bengal,758130,3,C0036,Returning,Male,36,Net Banking
26-Aug-2025,Smart Watch,Electronics,Hyderabad,Telangana,1446444,6,C0365,Returning,Female,38,Cash
22-Apr-2025,Air Fryer,Home Appliances,Mumbai,Maharashtra,1035900,6,C0194,Returning,Male,61,Credit Card
27-Oct-2025,Office Chair,Furniture,Pune,Maharashtra,1044324,6,C0284,New,Male,19,EMI
01-Mar-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,1600016,8,C0161,Returning,Female,60,Net Banking
13-Dec-2025,Router,Electronics,Kolkata,West Bengal,293900,1,C0262,Returning,Male,18,Cash
17-Jan-2025,Microwave,Home Appliances,Ahmedabad,Gujarat,241739,1,C0266,New,Male,23,Debit Card
20-Nov-2025,Wardrobe,Furniture,Pune,Maharashtra,903240,3,C0187,New,Female,24,EMI
21-Aug-2025,Study Desk,Furniture,Chennai,Tamil Nadu,802899,3,C0199,New,Female,30,Credit Card
04-Aug-2025,Monitor,Electronics,Pune,Maharashtra,1277720,4,C0302,New,Female,59,Cash
29-May-2025,Keyboard,Electronics,Mumbai,Maharashtra,128434,1,C0190,Returning,Male,47,Cash
07-Jul-2025,Keyboard,Electronics,Hyderabad,Telangana,192074,1,C0195,Returning,Female,25,UPI
04-Apr-2025,Air Conditioner,Home Appliances,Bengaluru,Karnataka,514460,4,C0358,New,Female,65,Debit Card
19-Jul-2025,Wardrobe,Furniture,Kolkata,West Bengal,1974210,6,C0061,New,Female,65,Debit Card
28-Jun-2025,Sofa,Furniture,Kolkata,West Bengal,1134316,4,C0267,New,Male,20,Credit Card
09-Jul-2025,Office Chair,Furniture,Hyderabad,Telangana,459612,2,C0172,Returning,Male,54,UPI
01-Apr-2025,Mouse,Electronics,Hyderabad,Telangana,1539246,6,C0304,New,Female,53,Net Banking
02-Apr-2025,Refrigerator,Home Appliances,Ahmedabad,Gujarat,766530,5,C0331,Returning,Male,56,Credit Card
29-Sep-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,749151,3,C0367,Returning,Male,22,Cash
08-Nov-2025,Tablet,Electronics,Chennai,Tamil Nadu,1365312,8,C0147,New,Male,56,EMI
10-May-2025,Smart Watch,Electronics,Pune,Maharashtra,102660,2,C0094,New,Male,61,EMI
24-Jan-2025,Dining Table,Furniture,Chennai,Tamil Nadu,284895,3,C0051,New,Female,51,Debit Card
14-Apr-2025,Office Chair,Furniture,Hyderabad,Telangana,332290,2,C0358,New,Female,36,UPI
31-May-2025,Smart Watch,Electronics,Hyderabad,Telangana,261688,8,C0179,Returning,Female,27,Net Banking
17-Aug-2025,Keyboard,Electronics,Bengaluru,Karnataka,541074,6,C0146,Returning,Female,33,Net Banking
09-Jul-2025,Bookshelf,Furniture,Delhi,Delhi,1541256,6,C0204,Returning,Male,28,Credit Card
04-Apr-2025,Air Conditioner,Home Appliances,Delhi,Delhi,735072,3,C0327,Returning,Male,47,Cash
11-Aug-2025,Gaming Laptop,Electronics,Kolkata,West Bengal,287821,1,C0244,New,Male,56,Net Banking
03-Jun-2025,Washing Machine,Home Appliances,Bengaluru,Karnataka,237785,5,C0206,New,Male,22,Debit Card
17-Sep-2025,SSD,Electronics,Delhi,Delhi,1160764,4,C0145,New,Male,52,Credit Card
22-Jan-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,1326932,4,C0395,New,Male,53,Cash
23-Aug-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,1255790,5,C0182,Returning,Female,59,EMI
29-Oct-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,126801,3,C0143,Returning,Female,42,Net Banking
25-Apr-2025,Microwave,Home Appliances,Kochi,Kerala,444360,8,C0331,Returning,Male,60,Cash
26-May-2025,Sofa,Furniture,Pune,Maharashtra,96768,2,C0070,New,Female,55,UPI
27-Feb-2025,Wardrobe,Furniture,Mumbai,Maharashtra,148134,6,C0256,Returning,Female,35,Debit Card
08-Jan-2025,Sofa,Furniture,Coimbatore,Tamil Nadu,633670,5,C0309,Returning,Male,56,EMI
29-Apr-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,2025864,6,C0075,New,Female,50,Credit Card
05-Jan-2025,Microwave,Home Appliances,Bengaluru,Karnataka,1317120,6,C0078,New,Female,34,UPI
17-Dec-2025,Dining Table,Furniture,Hyderabad,Telangana,698272,2,C0161,Returning,Male,30,UPI
10-Apr-2025,Gaming Laptop,Electronics,Kochi,Kerala,259599,3,C0122,Returning,Female,44,Debit Card
01-Jul-2025,Office Chair,Furniture,Pune,Maharashtra,670002,2,C0354,Returning,Male,23,Credit Card
23-Dec-2025,SSD,Electronics,Hyderabad,Telangana,1381376,8,C0255,Returning,Female,38,Cash
02-Dec-2025,Air Conditioner,Home Appliances,Kolkata,West Bengal,775355,5,C0241,Returning,Male,57,Cash
09-Jul-2025,Laptop,Electronics,Coimbatore,Tamil Nadu,578026,2,C0093,New,Male,54,EMI
22-Mar-2025,Refrigerator,Home Appliances,Mumbai,Maharashtra,2346456,7,C0103,Returning,Female,46,Credit Card
26-Jul-2025,Washing Machine,Home Appliances,Hyderabad,Telangana,273224,1,C0325,New,Female,54,Credit Card
11-Jan-2025,Keyboard,Electronics,Pune,Maharashtra,825832,7,C0111,Returning,Female,28,UPI
09-Apr-2025,Refrigerator,Home Appliances,Ahmedabad,Gujarat,1346540,5,C0140,Returning,Male,23,Cash
30-May-2025,Bookshelf,Furniture,Ahmedabad,Gujarat,638454,3,C0094,Returning,Male,52,UPI
13-Jan-2025,Monitor,Electronics,Kolkata,West Bengal,95799,3,C0043,New,Female,40,EMI
13-Oct-2025,Air Fryer,Home Appliances,Ahmedabad,Gujarat,1764833,7,C0344,New,Female,44,EMI
08-Aug-2025,Office Chair,Furniture,Kochi,Kerala,1393535,5,C0353,Returning,Male,41,UPI
17-Sep-2025,Bookshelf,Furniture,Chennai,Tamil Nadu,214260,6,C0315,Returning,Female,48,Cash
13-Apr-2025,Refrigerator,Home Appliances,Ahmedabad,Gujarat,333476,4,C0253,Returning,Male,57,Cash
28-Aug-2025,Bookshelf,Furniture,Chennai,Tamil Nadu,809081,7,C0367,Returning,Female,33,UPI
03-Mar-2025,Bookshelf,Furniture,Coimbatore,Tamil Nadu,542298,6,C0383,Returning,Female,49,Cash
07-Jan-2025,Washing Machine,Home Appliances,Bengaluru,Karnataka,2411936,8,C0167,New,Female,39,Cash
09-May-2025,Microwave,Home Appliances,Delhi,Delhi,1389630,5,C0295,New,Female,57,Debit Card
20-Nov-2025,Keyboard,Electronics,Mumbai,Maharashtra,2310976,8,C0382,Returning,Male,41,Cash
20-Jul-2025,Air Fryer,Home Appliances,Bengaluru,Karnataka,646662,2,C0313,Returning,Female,24,Credit Card
10-May-2025,Mixer Grinder,Home Appliances,Hyderabad,Telangana,71175,1,C0161,New,Female,64,Credit Card
15-Mar-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,1224618,6,C0172,Returning,Female,27,Credit Card
30-Dec-2025,Sofa,Furniture,Coimbatore,Tamil Nadu,216023,1,C0025,Returning,Male,28,UPI
23-May-2025,Laptop,Electronics,Kolkata,West Bengal,494578,7,C0013,New,Male,60,Credit Card
14-Aug-2025,Microwave,Home Appliances,Chennai,Tamil Nadu,732102,7,C0034,New,Male,24,Net Banking
04-Jan-2025,Sofa,Furniture,Ahmedabad,Gujarat,1302052,4,C0026,New,Male,53,EMI
22-Apr-2025,Office Chair,Furniture,Coimbatore,Tamil Nadu,196340,1,C0342,Returning,Male,43,Credit Card
30-Apr-2025,Air Fryer,Home Appliances,Mumbai,Maharashtra,86199,3,C0133,Returning,Female,30,Debit Card
07-Nov-2025,Tablet,Electronics,Kolkata,West Bengal,46313,1,C0104,Returning,Male,24,Net Banking
13-Jul-2025,Mixer Grinder,Home Appliances,Pune,Maharashtra,1612275,7,C0072,New,Female,43,EMI
12-Aug-2025,Wardrobe,Furniture,Hyderabad,Telangana,795207,7,C0217,Returning,Male,29,EMI
29-Nov-2025,Headphones,Electronics,Bengaluru,Karnataka,134672,2,C0065,New,Male,19,Net Banking
16-Jun-2025,Wardrobe,Furniture,Kochi,Kerala,426562,2,C0146,Returning,Male,19,Debit Card
09-May-2025,Air Conditioner,Home Appliances,Ahmedabad,Gujarat,904329,3,C0381,New,Female,18,EMI
30-Apr-2025,Bookshelf,Furniture,Ahmedabad,Gujarat,711876,6,C0136,Returning,Male,61,Debit Card
11-Dec-2025,Washing Machine,Home Appliances,Hyderabad,Telangana,1676435,5,C0123,New,Female,21,Debit Card
10-Dec-2025,Office Chair,Furniture,Pune,Maharashtra,860344,8,C0088,New,Female,63,EMI
28-Feb-2025,Study Desk,Furniture,Mumbai,Maharashtra,793611,3,C0136,Returning,Male,33,EMI
13-Sep-2025,Wardrobe,Furniture,Ahmedabad,Gujarat,596004,3,C0353,Returning,Male,64,UPI
10-Apr-2025,Dining Table,Furniture,Hyderabad,Telangana,617121,3,C0199,New,Male,37,EMI
08-Oct-2025,Mixer Grinder,Home Appliances,Pune,Maharashtra,502557,3,C0091,New,Male,34,EMI
14-May-2025,Dining Table,Furniture,Ahmedabad,Gujarat,291513,1,C0271,New,Female,64,Net Banking
10-Jun-2025,Mixer Grinder,Home Appliances,Mumbai,Maharashtra,1342908,6,C0124,Returning,Female,35,Debit Card
04-May-2025,Sofa,Furniture,Pune,Maharashtra,645858,3,C0227,Returning,Female,41,Cash
27-Dec-2025,Dining Table,Furniture,Coimbatore,Tamil Nadu,15003,1,C0102,New,Male,63,Net Banking
27-Apr-2025,Laptop,Electronics,Pune,Maharashtra,889449,3,C0055,Returning,Male,26,Net Banking
22-Mar-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,371889,3,C0127,Returning,Male,52,Net Banking
08-Feb-2025,Monitor,Electronics,Pune,Maharashtra,365564,4,C0117,New,Female,26,UPI
02-May-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,203640,8,C0388,New,Female,37,UPI
29-Nov-2025,Air Fryer,Home Appliances,Hyderabad,Telangana,523944,3,C0255,Returning,Male,63,EMI
11-Jul-2025,Air Fryer,Home Appliances,Kolkata,West Bengal,590636,2,C0124,New,Male,39,UPI
29-Nov-2025,Monitor,Electronics,Kochi,Kerala,86224,4,C0103,New,Female,47,Debit Card
18-Nov-2025,Sofa,Furniture,Ahmedabad,Gujarat,1610196,6,C0270,New,Female,35,EMI
10-Jul-2025,Router,Electronics,Kochi,Kerala,152574,2,C0345,Returning,Male,18,Credit Card
14-Mar-2025,Dining Table,Furniture,Chennai,Tamil Nadu,1690800,8,C0352,New,Male,24,Cash
30-Oct-2025,Smart Watch,Electronics,Hyderabad,Telangana,2053596,6,C0207,New,Female,44,EMI
19-Aug-2025,Monitor,Electronics,Kolkata,West Bengal,657966,6,C0353,Returning,Male,41,Cash
13-Sep-2025,Mouse,Electronics,Hyderabad,Telangana,274653,3,C0335,New,Female,53,UPI
26-Jul-2025,Dining Table,Furniture,Kochi,Kerala,210915,5,C0038,Returning,Male,31,UPI
11-Jul-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,874806,6,C0350,Returning,Male,48,UPI
27-Feb-2025,Microwave,Home Appliances,Mumbai,Maharashtra,822432,3,C0106,Returning,Female,22,Net Banking
18-Nov-2025,Sofa,Furniture,Kolkata,West Bengal,305451,3,C0157,New,Male,24,UPI
01-May-2025,Wardrobe,Furniture,Coimbatore,Tamil Nadu,507008,8,C0165,Returning,Female,45,EMI
07-May-2025,Microwave,Home Appliances,Bengaluru,Karnataka,590679,3,C0390,New,Female,30,EMI
13-Dec-2025,Dining Table,Furniture,Ahmedabad,Gujarat,590277,3,C0299,Returning,Male,30,Cash
25-Oct-2025,Dining Table,Furniture,Mumbai,Maharashtra,1258050,6,C0392,Returning,Female,50,EMI
28-Aug-2025,Office Chair,Furniture,Bengaluru,Karnataka,139117,1,C0258,Returning,Female,26,Net Banking
21-Oct-2025,Air Conditioner,Home Appliances,Ahmedabad,Gujarat,452250,6,C0172,Returning,Female,22,Credit Card
29-Jun-2025,Sofa,Furniture,Ahmedabad,Gujarat,900564,4,C0032,Returning,Female,28,Credit Card
18-Jan-2025,Washing Machine,Home Appliances,Pune,Maharashtra,170112,1,C0184,Returning,Female,47,UPI
24-May-2025,Wardrobe,Furniture,Hyderabad,Telangana,260772,4,C0085,New,Male,61,Net Banking
17-May-2025,Mixer Grinder,Home Appliances,Kochi,Kerala,2164631,7,C0235,New,Male,56,Debit Card
10-Mar-2025,Bookshelf,Furniture,Mumbai,Maharashtra,264004,4,C0020,New,Female,65,UPI
09-Apr-2025,Sofa,Furniture,Mumbai,Maharashtra,810328,4,C0155,Returning,Female,45,Cash
25-Jun-2025,Monitor,Electronics,Ahmedabad,Gujarat,1959412,7,C0061,Returning,Female,29,EMI
26-Jul-2025,Sofa,Furniture,Chennai,Tamil Nadu,276903,3,C0369,New,Female,51,Credit Card
24-Sep-2025,Headphones,Electronics,Delhi,Delhi,664285,5,C0380,New,Male,64,UPI
28-Nov-2025,Smart TV,Electronics,Bengaluru,Karnataka,126258,3,C0068,New,Female,34,Credit Card
29-Jul-2025,Air Fryer,Home Appliances,Delhi,Delhi,107419,1,C0113,Returning,Female,26,Net Banking
12-Oct-2025,Wardrobe,Furniture,Kochi,Kerala,336725,1,C0339,New,Male,58,Debit Card
30-Dec-2025,Study Desk,Furniture,Mumbai,Maharashtra,2081457,7,C0005,Returning,Male,57,Net Banking
09-Oct-2025,Sofa,Furniture,Coimbatore,Tamil Nadu,162191,1,C0174,New,Male,21,Debit Card
07-Jun-2025,Bookshelf,Furniture,Bengaluru,Karnataka,71943,3,C0346,Returning,Female,33,Net Banking
01-Jan-2025,Study Desk,Furniture,Mumbai,Maharashtra,2351808,8,C0306,New,Male,65,Net Banking
16-Feb-2025,Study Desk,Furniture,Coimbatore,Tamil Nadu,609343,7,C0062,New,Female,32,Net Banking
31-Mar-2025,Mixer Grinder,Home Appliances,Ahmedabad,Gujarat,1004538,6,C0226,Returning,Male,42,Net Banking
02-Jan-2025,Router,Electronics,Chennai,Tamil Nadu,593325,3,C0038,New,Male,48,Cash
05-Mar-2025,Office Chair,Furniture,Kolkata,West Bengal,614736,2,C0371,New,Male,43,UPI
12-Jul-2025,Dining Table,Furniture,Hyderabad,Telangana,679029,3,C0124,Returning,Female,34,Debit Card
20-Oct-2025,Microwave,Home Appliances,Ahmedabad,Gujarat,1224307,7,C0120,New,Female,55,Credit Card
27-Apr-2025,Office Chair,Furniture,Coimbatore,Tamil Nadu,127530,5,C0080,New,Male,25,UPI
10-May-2025,Dining Table,Furniture,Kochi,Kerala,645110,5,C0093,New,Male,22,UPI
30-Jun-2025,Washing Machine,Home Appliances,Delhi,Delhi,1509592,8,C0346,Returning,Male,33,Debit Card
19-Mar-2025,Microwave,Home Appliances,Coimbatore,Tamil Nadu,284940,4,C0123,Returning,Female,57,Debit Card
05-Jul-2025,Office Chair,Furniture,Hyderabad,Telangana,1994730,6,C0362,New,Male,27,Debit Card
02-Dec-2025,Monitor,Electronics,Coimbatore,Tamil Nadu,241110,2,C0132,New,Female,43,EMI
10-Jan-2025,Smart TV,Electronics,Chennai,Tamil Nadu,316612,1,C0194,Returning,Female,58,Debit Card
18-May-2025,Washing Machine,Home Appliances,Delhi,Delhi,1041411,3,C0069,Returning,Female,49,Net Banking
19-Sep-2025,Bookshelf,Furniture,Kolkata,West Bengal,207688,8,C0094,Returning,Female,30,Credit Card
01-Sep-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,1645825,5,C0289,New,Female,61,Net Banking
13-Nov-2025,Refrigerator,Home Appliances,Mumbai,Maharashtra,553482,6,C0323,New,Male,59,EMI
28-Oct-2025,Bookshelf,Furniture,Mumbai,Maharashtra,2382176,8,C0201,Returning,Male,24,UPI
14-Jan-2025,Office Chair,Furniture,Coimbatore,Tamil Nadu,687099,3,C0102,Returning,Male,62,Cash
05-Jul-2025,Office Chair,Furniture,Kochi,Kerala,91317,3,C0370,Returning,Male,42,EMI
27-Jun-2025,Mouse,Electronics,Ahmedabad,Gujarat,634380,3,C0379,Returning,Male,33,Debit Card
27-May-2025,Refrigerator,Home Appliances,Kolkata,West Bengal,1373644,4,C0260,Returning,Male,58,UPI
21-Jul-2025,Bookshelf,Furniture,Ahmedabad,Gujarat,105668,1,C0240,New,Female,43,Cash
26-Jun-2025,Air Fryer,Home Appliances,Pune,Maharashtra,1755402,6,C0242,New,Female,28,EMI
15-Mar-2025,Air Fryer,Home Appliances,Mumbai,Maharashtra,344070,3,C0052,New,Female,22,EMI
05-Sep-2025,Washing Machine,Home Appliances,Hyderabad,Telangana,637432,2,C0173,New,Female,61,Net Banking
27-Jul-2025,Headphones,Electronics,Mumbai,Maharashtra,115731,3,C0069,Returning,Female,31,Debit Card
06-Mar-2025,Air Conditioner,Home Appliances,Mumbai,Maharashtra,412206,3,C0154,Returning,Male,23,Credit Card
21-Jun-2025,Air Conditioner,Home Appliances,Kolkata,West Bengal,2730456,8,C0295,New,Female,24,EMI
30-Sep-2025,Study Desk,Furniture,Kochi,Kerala,149656,8,C0374,Returning,Female,50,UPI
13-Nov-2025,SSD,Electronics,Ahmedabad,Gujarat,968172,6,C0197,New,Male,57,Net Banking
29-Jan-2025,Headphones,Electronics,Bengaluru,Karnataka,921174,3,C0387,Returning,Male,39,Debit Card
08-Jun-2025,Office Chair,Furniture,Kochi,Kerala,223413,1,C0158,New,Male,43,Cash
19-Apr-2025,Study Desk,Furniture,Coimbatore,Tamil Nadu,705608,4,C0071,Returning,Male,56,EMI
03-Feb-2025,Tablet,Electronics,Delhi,Delhi,2464344,8,C0107,New,Male,28,Cash
18-Sep-2025,Study Desk,Furniture,Coimbatore,Tamil Nadu,466722,2,C0085,New,Female,65,Credit Card
17-Feb-2025,Microwave,Home Appliances,Ahmedabad,Gujarat,926919,3,C0150,New,Male,39,Net Banking
18-Sep-2025,Printer,Electronics,Delhi,Delhi,189067,1,C0152,Returning,Female,56,Debit Card
06-Jan-2025,Refrigerator,Home Appliances,Ahmedabad,Gujarat,558204,6,C0128,New,Male,46,Net Banking
06-Dec-2025,Mixer Grinder,Home Appliances,Chennai,Tamil Nadu,2439787,7,C0098,New,Male,19,EMI
19-Aug-2025,Dining Table,Furniture,Mumbai,Maharashtra,268740,2,C0125,Returning,Female,64,Net Banking
19-Nov-2025,Mixer Grinder,Home Appliances,Delhi,Delhi,41674,1,C0277,Returning,Male,55,Debit Card
25-Mar-2025,Camera,Electronics,Bengaluru,Karnataka,191209,1,C0164,New,Female,60,Credit Card
17-Jul-2025,Mobile,Electronics,Coimbatore,Tamil Nadu,2247945,7,C0016,New,Male,46,Debit Card
12-Mar-2025,Camera,Electronics,Bengaluru,Karnataka,968307,3,C0062,New,Male,41,Debit Card
23-Oct-2025,Washing Machine,Home Appliances,Bengaluru,Karnataka,874764,6,C0364,Returning,Male,63,UPI
08-Apr-2025,Sofa,Furniture,Coimbatore,Tamil Nadu,604880,5,C0302,New,Female,65,UPI
25-Oct-2025,Bookshelf,Furniture,Kolkata,West Bengal,342609,3,C0295,New,Female,32,Credit Card
12-May-2025,Dining Table,Furniture,Mumbai,Maharashtra,437808,2,C0302,Returning,Female,43,Net Banking
21-May-2025,Study Desk,Furniture,Pune,Maharashtra,464698,2,C0248,Returning,Female,40,Credit Card
13-Jul-2025,Smart Watch,Electronics,Kolkata,West Bengal,184806,2,C0123,New,Male,32,Net Banking
07-Sep-2025,Microwave,Home Appliances,Pune,Maharashtra,1040456,4,C0325,Returning,Female,61,UPI
13-Jul-2025,Gaming Laptop,Electronics,Pune,Maharashtra,47968,1,C0196,Returning,Male,21,Net Banking
31-Dec-2025,Microwave,Home Appliances,Pune,Maharashtra,1657074,6,C0188,New,Female,48,Credit Card
30-Dec-2025,Microwave,Home Appliances,Hyderabad,Telangana,2711808,8,C0301,Returning,Female,40,Credit Card
14-Nov-2025,Washing Machine,Home Appliances,Mumbai,Maharashtra,542740,4,C0389,New,Female,26,EMI
24-Mar-2025,Wardrobe,Furniture,Pune,Maharashtra,997626,7,C0243,Returning,Male,28,UPI
16-May-2025,Study Desk,Furniture,Kochi,Kerala,315795,5,C0391,New,Female,58,UPI
01-May-2025,Air Fryer,Home Appliances,Coimbatore,Tamil Nadu,236301,3,C0279,New,Female,34,Debit Card
25-Apr-2025,Dining Table,Furniture,Pune,Maharashtra,442472,4,C0335,Returning,Female,53,Debit Card
28-Nov-2025,Wardrobe,Furniture,Kolkata,West Bengal,510650,7,C0054,Returning,Female,31,Credit Card
03-Jan-2025,Gaming Laptop,Electronics,Ahmedabad,Gujarat,1763136,6,C0125,Returning,Female,19,EMI
17-May-2025,Air Fryer,Home Appliances,Kochi,Kerala,794703,7,C0100,New,Male,21,Debit Card
07-Aug-2025,Microwave,Home Appliances,Chennai,Tamil Nadu,1474416,6,C0321,New,Female,40,Net Banking
18-Oct-2025,Study Desk,Furniture,Hyderabad,Telangana,1335244,4,C0360,New,Female,22,EMI
06-Oct-2025,Bookshelf,Furniture,Mumbai,Maharashtra,1330504,4,C0386,Returning,Male,40,Credit Card
23-May-2025,Wardrobe,Furniture,Bengaluru,Karnataka,1222688,8,C0128,New,Female,44,UPI
05-Apr-2025,Monitor,Electronics,Ahmedabad,Gujarat,987918,3,C0018,New,Male,24,Credit Card
12-Mar-2025,Laptop,Electronics,Kolkata,West Bengal,723492,3,C0137,New,Female,29,Cash
